# Real-client movement and authored ability workload repeated throughout each five-minute cycle.
80	CLOSE	screen
100	LOOK	0 20
120	KEY	forward on
160	ACTIVATE	0
200	KEY	sprint on
240	ACTIVATE	0
280	LOOK	20 15
320	ACTIVATE	0
360	KEY	jump on
380	KEY	jump off
400	ACTIVATE	0
440	LOOK	-20 10
480	ACTIVATE	0
520	KEY	left on
560	KEY	left off
600	ACTIVATE	0
680	ACTIVATE	0
760	ACTIVATE	0
840	ACTIVATE	0
920	ACTIVATE	0
1000	ACTIVATE	0
1080	ACTIVATE	0
1160	ACTIVATE	0
1240	ACTIVATE	0
1320	ACTIVATE	0
1400	ACTIVATE	0
1480	ACTIVATE	0
1560	ACTIVATE	0
1640	ACTIVATE	0
1720	ACTIVATE	0
1800	ACTIVATE	0
1880	ACTIVATE	0
1960	ACTIVATE	0
2040	ACTIVATE	0
2120	ACTIVATE	0
2200	ACTIVATE	0
2280	ACTIVATE	0
2360	ACTIVATE	0
2440	ACTIVATE	0
2520	ACTIVATE	0
2600	ACTIVATE	0
2680	ACTIVATE	0
2760	ACTIVATE	0
2840	ACTIVATE	0
2920	ACTIVATE	0
3000	ACTIVATE	0
3080	ACTIVATE	0
3160	ACTIVATE	0
3240	ACTIVATE	0
3320	ACTIVATE	0
3400	ACTIVATE	0
3480	ACTIVATE	0
3560	ACTIVATE	0
3640	ACTIVATE	0
3720	ACTIVATE	0
3800	ACTIVATE	0
3880	ACTIVATE	0
3960	ACTIVATE	0
4040	ACTIVATE	0
4120	ACTIVATE	0
4200	ACTIVATE	0
4280	ACTIVATE	0
4360	ACTIVATE	0
4440	ACTIVATE	0
4520	ACTIVATE	0
4600	ACTIVATE	0
4680	ACTIVATE	0
4760	ACTIVATE	0
4840	ACTIVATE	0
4920	ACTIVATE	0
5000	ACTIVATE	0
5080	ACTIVATE	0
5160	ACTIVATE	0
5240	ACTIVATE	0
5320	ACTIVATE	0
5400	ACTIVATE	0
5480	ACTIVATE	0
5560	ACTIVATE	0
5640	ACTIVATE	0
5720	ACTIVATE	0
5800	ACTIVATE	0
5880	ACTIVATE	0
5960	ACTIVATE	0
